id,name,node_id,ctr_id,freq_id,scenario,weight,problem_type,dstart,dend,tstep
103,prog37_18_1,18,1,0,2,1,UC,2037-01-31 00:00:00,2037-02-06 23:00:00,60
104,prog37_18_2,18,1,0,2,1,UC,2037-09-26 00:00:00,2037-10-02 23:00:00,60
105,prog37_18_3,18,1,0,2,1,UC,2037-10-10 00:00:00,2037-10-16 23:00:00,60
106,prog37_18_4,18,1,0,2,1,UC,2037-06-13 00:00:00,2037-06-19 23:00:00,60
107,prog37_18_5,18,1,0,2,1,UC,2037-04-11 00:00:00,2037-04-17 23:00:00,60
108,prog37_18_6,18,1,0,2,1,UC,2037-08-22 00:00:00,2037-08-28 23:00:00,60
109,step37_19_1,19,1,0,3,1,UC,2037-03-21 00:00:00,2037-03-27 23:00:00,60
110,step37_19_2,19,1,0,3,1,UC,2037-12-12 00:00:00,2037-12-18 23:00:00,60
111,step37_19_3,19,1,0,3,1,UC,2037-11-21 00:00:00,2037-11-27 23:00:00,60
112,step37_19_4,19,1,0,3,1,UC,2037-11-28 00:00:00,2037-12-04 23:00:00,60
113,step37_19_5,19,1,0,3,1,UC,2037-12-19 00:00:00,2037-12-25 23:00:00,60
114,step37_19_6,19,1,0,3,1,UC,2037-08-15 00:00:00,2037-08-21 23:00:00,60
115,hygn37_20_1,20,1,0,4,1,UC,2037-06-20 00:00:00,2037-06-26 23:00:00,60
116,hygn37_20_2,20,1,0,4,1,UC,2037-07-11 00:00:00,2037-07-17 23:00:00,60
117,hygn37_20_3,20,1,0,4,1,UC,2037-01-24 00:00:00,2037-01-30 23:00:00,60
118,hygn37_20_4,20,1,0,4,1,UC,2037-09-05 00:00:00,2037-09-11 23:00:00,60
119,hygn37_20_5,20,1,0,4,1,UC,2037-08-15 00:00:00,2037-08-21 23:00:00,60
120,hygn37_20_6,20,1,0,4,1,UC,2037-12-05 00:00:00,2037-12-11 23:00:00,60
121,step37_21_1,21,1,0,3,1,UC,2037-03-21 00:00:00,2037-03-27 23:00:00,60
122,step37_21_2,21,1,0,3,1,UC,2037-12-12 00:00:00,2037-12-18 23:00:00,60
123,step37_21_3,21,1,0,3,1,UC,2037-11-21 00:00:00,2037-11-27 23:00:00,60
124,step37_21_4,21,1,0,3,1,UC,2037-11-28 00:00:00,2037-12-04 23:00:00,60
125,step37_21_5,21,1,0,3,1,UC,2037-12-19 00:00:00,2037-12-25 23:00:00,60
126,step37_21_6,21,1,0,3,1,UC,2037-08-15 00:00:00,2037-08-21 23:00:00,60
127,hygn37_22_1,22,1,0,4,1,UC,2037-06-20 00:00:00,2037-06-26 23:00:00,60
128,hygn37_22_2,22,1,0,4,1,UC,2037-07-11 00:00:00,2037-07-17 23:00:00,60
129,hygn37_22_3,22,1,0,4,1,UC,2037-01-24 00:00:00,2037-01-30 23:00:00,60
130,hygn37_22_4,22,1,0,4,1,UC,2037-09-05 00:00:00,2037-09-11 23:00:00,60
131,hygn37_22_5,22,1,0,4,1,UC,2037-08-15 00:00:00,2037-08-21 23:00:00,60
132,hygn37_22_6,22,1,0,4,1,UC,2037-12-05 00:00:00,2037-12-11 23:00:00,60
133,prog37_23_1,23,1,0,2,1,UC,2037-01-31 00:00:00,2037-02-06 23:00:00,60
134,prog37_23_2,23,1,0,2,1,UC,2037-09-26 00:00:00,2037-10-02 23:00:00,60
135,prog37_23_3,23,1,0,2,1,UC,2037-10-10 00:00:00,2037-10-16 23:00:00,60
136,prog37_23_4,23,1,0,2,1,UC,2037-06-13 00:00:00,2037-06-19 23:00:00,60
137,prog37_23_5,23,1,0,2,1,UC,2037-04-11 00:00:00,2037-04-17 23:00:00,60
138,prog37_23_6,23,1,0,2,1,UC,2037-08-22 00:00:00,2037-08-28 23:00:00,60
139,step37_24_1,24,1,0,3,1,UC,2037-03-21 00:00:00,2037-03-27 23:00:00,60
140,step37_24_2,24,1,0,3,1,UC,2037-12-12 00:00:00,2037-12-18 23:00:00,60
141,step37_24_3,24,1,0,3,1,UC,2037-11-21 00:00:00,2037-11-27 23:00:00,60
142,step37_24_4,24,1,0,3,1,UC,2037-11-28 00:00:00,2037-12-04 23:00:00,60
143,step37_24_5,24,1,0,3,1,UC,2037-12-19 00:00:00,2037-12-25 23:00:00,60
144,step37_24_6,24,1,0,3,1,UC,2037-08-15 00:00:00,2037-08-21 23:00:00,60
145,hygn37_25_1,25,1,0,4,1,UC,2037-06-20 00:00:00,2037-06-26 23:00:00,60
146,hygn37_25_2,25,1,0,4,1,UC,2037-07-11 00:00:00,2037-07-17 23:00:00,60
147,hygn37_25_3,25,1,0,4,1,UC,2037-01-24 00:00:00,2037-01-30 23:00:00,60
148,hygn37_25_4,25,1,0,4,1,UC,2037-09-05 00:00:00,2037-09-11 23:00:00,60
149,hygn37_25_5,25,1,0,4,1,UC,2037-08-15 00:00:00,2037-08-21 23:00:00,60
150,hygn37_25_6,25,1,0,4,1,UC,2037-12-05 00:00:00,2037-12-11 23:00:00,60
151,step37_26_1,26,1,0,3,1,UC,2037-03-21 00:00:00,2037-03-27 23:00:00,60
152,step37_26_2,26,1,0,3,1,UC,2037-12-12 00:00:00,2037-12-18 23:00:00,60
153,step37_26_3,26,1,0,3,1,UC,2037-11-21 00:00:00,2037-11-27 23:00:00,60
154,step37_26_4,26,1,0,3,1,UC,2037-11-28 00:00:00,2037-12-04 23:00:00,60
155,step37_26_5,26,1,0,3,1,UC,2037-12-19 00:00:00,2037-12-25 23:00:00,60
156,step37_26_6,26,1,0,3,1,UC,2037-08-15 00:00:00,2037-08-21 23:00:00,60
157,hygn37_27_1,27,1,0,4,1,UC,2037-06-20 00:00:00,2037-06-26 23:00:00,60
158,hygn37_27_2,27,1,0,4,1,UC,2037-07-11 00:00:00,2037-07-17 23:00:00,60
159,hygn37_27_3,27,1,0,4,1,UC,2037-01-24 00:00:00,2037-01-30 23:00:00,60
160,hygn37_27_4,27,1,0,4,1,UC,2037-09-05 00:00:00,2037-09-11 23:00:00,60
161,hygn37_27_5,27,1,0,4,1,UC,2037-08-15 00:00:00,2037-08-21 23:00:00,60
162,hygn37_27_6,27,1,0,4,1,UC,2037-12-05 00:00:00,2037-12-11 23:00:00,60
163,hygn37_28_1,28,1,0,4,1,UC,2037-06-20 00:00:00,2037-06-26 23:00:00,60
164,hygn37_28_2,28,1,0,4,1,UC,2037-07-11 00:00:00,2037-07-17 23:00:00,60
165,hygn37_28_3,28,1,0,4,1,UC,2037-01-24 00:00:00,2037-01-30 23:00:00,60
166,hygn37_28_4,28,1,0,4,1,UC,2037-09-05 00:00:00,2037-09-11 23:00:00,60
167,hygn37_28_5,28,1,0,4,1,UC,2037-08-15 00:00:00,2037-08-21 23:00:00,60
168,hygn37_28_6,28,1,0,4,1,UC,2037-12-05 00:00:00,2037-12-11 23:00:00,60
169,step37_29_1,29,1,0,3,1,UC,2037-03-21 00:00:00,2037-03-27 23:00:00,60
170,step37_29_2,29,1,0,3,1,UC,2037-12-12 00:00:00,2037-12-18 23:00:00,60
171,step37_29_3,29,1,0,3,1,UC,2037-11-21 00:00:00,2037-11-27 23:00:00,60
172,step37_29_4,29,1,0,3,1,UC,2037-11-28 00:00:00,2037-12-04 23:00:00,60
173,step37_29_5,29,1,0,3,1,UC,2037-12-19 00:00:00,2037-12-25 23:00:00,60
174,step37_29_6,29,1,0,3,1,UC,2037-08-15 00:00:00,2037-08-21 23:00:00,60
175,hygn37_30_1,30,1,0,4,1,UC,2037-06-20 00:00:00,2037-06-26 23:00:00,60
176,hygn37_30_2,30,1,0,4,1,UC,2037-07-11 00:00:00,2037-07-17 23:00:00,60
177,hygn37_30_3,30,1,0,4,1,UC,2037-01-24 00:00:00,2037-01-30 23:00:00,60
178,hygn37_30_4,30,1,0,4,1,UC,2037-09-05 00:00:00,2037-09-11 23:00:00,60
179,hygn37_30_5,30,1,0,4,1,UC,2037-08-15 00:00:00,2037-08-21 23:00:00,60
180,hygn37_30_6,30,1,0,4,1,UC,2037-12-05 00:00:00,2037-12-11 23:00:00,60
181,hygn37_31_1,31,1,0,4,1,UC,2037-06-20 00:00:00,2037-06-26 23:00:00,60
182,hygn37_31_2,31,1,0,4,1,UC,2037-07-11 00:00:00,2037-07-17 23:00:00,60
183,hygn37_31_3,31,1,0,4,1,UC,2037-01-24 00:00:00,2037-01-30 23:00:00,60
184,hygn37_31_4,31,1,0,4,1,UC,2037-09-05 00:00:00,2037-09-11 23:00:00,60
185,hygn37_31_5,31,1,0,4,1,UC,2037-08-15 00:00:00,2037-08-21 23:00:00,60
186,hygn37_31_6,31,1,0,4,1,UC,2037-12-05 00:00:00,2037-12-11 23:00:00,60
187,hygn37_32_1,32,1,0,4,1,UC,2037-06-20 00:00:00,2037-06-26 23:00:00,60
188,hygn37_32_2,32,1,0,4,1,UC,2037-07-11 00:00:00,2037-07-17 23:00:00,60
189,hygn37_32_3,32,1,0,4,1,UC,2037-01-24 00:00:00,2037-01-30 23:00:00,60
190,hygn37_32_4,32,1,0,4,1,UC,2037-09-05 00:00:00,2037-09-11 23:00:00,60
191,hygn37_32_5,32,1,0,4,1,UC,2037-08-15 00:00:00,2037-08-21 23:00:00,60
192,hygn37_32_6,32,1,0,4,1,UC,2037-12-05 00:00:00,2037-12-11 23:00:00,60
