id,der_id,scenario,date,value
227,2,4,2037-01-24 00:00:00,56.044421953675595
228,2,4,2037-09-05 00:00:00,56.48958325018804
229,2,3,2037-03-21 00:00:00,55.02673348479988
230,2,3,2037-12-12 00:00:00,54.999842533078116
231,2,3,2037-11-21 00:00:00,54.89288462963927
232,2,3,2037-11-28 00:00:00,54.903652546879705
233,2,4,2037-06-20 00:00:00,55.77490184335455
234,2,4,2037-07-11 00:00:00,56.77927122257627
235,2,4,2037-01-24 00:00:00,56.044421953675595
236,2,4,2037-09-05 00:00:00,56.48958325018804
237,2,4,2037-06-20 00:00:00,55.77490184335455
238,2,4,2037-07-11 00:00:00,56.77927122257627
239,2,4,2037-01-24 00:00:00,56.044421953675595
240,2,4,2037-09-05 00:00:00,56.48958325018804
241,2,3,2037-03-21 00:00:00,55.02673348479988
242,2,3,2037-12-12 00:00:00,54.999842533078116
243,2,3,2037-11-21 00:00:00,54.89288462963927
244,2,3,2037-11-28 00:00:00,54.903652546879705
245,2,4,2037-06-20 00:00:00,55.77490184335455
246,2,4,2037-07-11 00:00:00,56.77927122257627
247,2,4,2037-01-24 00:00:00,56.044421953675595
248,2,4,2037-09-05 00:00:00,56.48958325018804
249,2,4,2037-06-20 00:00:00,55.77490184335455
250,2,4,2037-07-11 00:00:00,56.77927122257627
251,2,4,2037-01-24 00:00:00,56.044421953675595
252,2,4,2037-09-05 00:00:00,56.48958325018804
253,2,4,2037-06-20 00:00:00,55.77490184335455
254,2,4,2037-07-11 00:00:00,56.77927122257627
255,2,4,2037-01-24 00:00:00,56.044421953675595
256,2,4,2037-09-05 00:00:00,56.48958325018804
257,3,3,2022-08-08 00:00:00,14.608618398319678
258,3,3,2022-09-12 00:00:00,13.882941509347493
259,3,3,2022-08-29 00:00:00,13.795120681843944
260,3,3,2022-05-02 00:00:00,13.127880325575383
261,3,1,2027-11-14 00:00:00,0
262,3,1,2027-04-04 00:00:00,0
263,3,1,2027-07-18 00:00:00,0
264,3,1,2027-10-17 00:00:00,0
265,3,2,2027-07-04 00:00:00,49.920662301167674
266,3,2,2027-06-06 00:00:00,42.71678453596205
267,3,2,2027-08-08 00:00:00,42.73913194458712
268,3,2,2027-06-06 00:00:00,42.71678453596205
269,3,3,2027-09-12 00:00:00,97.7150202915736
270,3,3,2027-05-16 00:00:00,97.93195371575408
271,3,3,2027-11-14 00:00:00,109.35647813868383
272,3,3,2027-03-14 00:00:00,120.0273439062934
273,3,4,2027-09-19 00:00:00,108.28481601778405
274,3,4,2027-02-28 00:00:00,122.20378350327188
275,3,4,2027-02-07 00:00:00,114.69095169490221
276,3,4,2027-03-14 00:00:00,120.0273439062934
277,3,1,2032-03-06 00:00:00,0
278,3,1,2032-03-20 00:00:00,0
279,3,1,2032-07-24 00:00:00,0
280,3,1,2032-11-27 00:00:00,0
281,3,2,2032-10-09 00:00:00,103.04116223171931
282,3,2,2032-08-07 00:00:00,93.7498844203162
283,3,2,2032-09-11 00:00:00,89.93129154331062
284,3,2,2032-06-19 00:00:00,86.27682211807829
285,3,3,2032-03-27 00:00:00,235.3432796543795
286,3,3,2032-07-17 00:00:00,204.70781958918994
