id,ess_id,scenario,date,value
112,25,1,2038-01-01 00:00:00,825451.9999999999
113,25,1,2039-01-01 00:00:00,800564
114,25,1,2040-01-01 00:00:00,779824
115,25,1,2041-01-01 00:00:00,767380
116,25,1,2042-01-01 00:00:00,754935.9999999999
117,25,1,2043-01-01 00:00:00,734195.9999999999
118,25,1,2044-01-01 00:00:00,721752
119,25,1,2045-01-01 00:00:00,705160
120,25,1,2046-01-01 00:00:00,692715.9999999999
121,25,1,2047-01-01 00:00:00,680271.9999999999
122,25,1,2048-01-01 00:00:00,667828
123,25,1,2049-01-01 00:00:00,659531.9999999999
124,25,1,2050-01-01 00:00:00,647088
125,26,3,2020-01-01 00:00:00,1746307.9999999998
126,26,3,2021-01-01 00:00:00,1518168
127,26,3,2022-01-01 00:00:00,1377136
128,26,3,2023-01-01 00:00:00,1227808
129,26,3,2024-01-01 00:00:00,1124108
130,26,3,2025-01-01 00:00:00,1037000
131,26,3,2026-01-01 00:00:00,970632
132,26,3,2027-01-01 00:00:00,912560
133,26,3,2028-01-01 00:00:00,866931.9999999999
134,26,3,2029-01-01 00:00:00,808859.9999999999
135,26,3,2030-01-01 00:00:00,759084
136,26,3,2031-01-01 00:00:00,721752
137,26,3,2032-01-01 00:00:00,705160
138,26,3,2033-01-01 00:00:00,688568
139,26,3,2034-01-01 00:00:00,676123.9999999999
140,26,3,2035-01-01 00:00:00,659531.9999999999
141,26,3,2036-01-01 00:00:00,642939.9999999999
142,26,3,2037-01-01 00:00:00,630496
143,26,3,2038-01-01 00:00:00,613904
144,26,3,2039-01-01 00:00:00,601459.9999999999
145,26,3,2040-01-01 00:00:00,584867.9999999999
146,26,3,2041-01-01 00:00:00,572424
147,26,3,2042-01-01 00:00:00,559979.9999999999
148,26,3,2043-01-01 00:00:00,543387.9999999999
149,26,3,2044-01-01 00:00:00,530944
150,26,3,2045-01-01 00:00:00,518500
151,26,3,2046-01-01 00:00:00,506056
152,26,3,2047-01-01 00:00:00,489463.99999999994
153,26,3,2048-01-01 00:00:00,477020
154,26,3,2049-01-01 00:00:00,464575.99999999994
155,26,3,2050-01-01 00:00:00,452131.99999999994
156,26,4,2020-01-01 00:00:00,1746307.9999999998
157,26,4,2021-01-01 00:00:00,1518168
158,26,4,2022-01-01 00:00:00,1377136
159,26,4,2023-01-01 00:00:00,1227808
160,26,4,2024-01-01 00:00:00,1124108
161,26,4,2025-01-01 00:00:00,1037000
162,26,4,2026-01-01 00:00:00,970632
163,26,4,2027-01-01 00:00:00,912560
164,26,4,2028-01-01 00:00:00,866931.9999999999
165,26,4,2029-01-01 00:00:00,808859.9999999999
166,26,4,2030-01-01 00:00:00,759084
167,26,4,2031-01-01 00:00:00,721752
168,26,4,2032-01-01 00:00:00,705160
169,26,4,2033-01-01 00:00:00,688568
170,26,4,2034-01-01 00:00:00,676123.9999999999
171,26,4,2035-01-01 00:00:00,659531.9999999999
172,26,4,2036-01-01 00:00:00,642939.9999999999
173,26,4,2037-01-01 00:00:00,630496
174,26,4,2038-01-01 00:00:00,613904
175,26,4,2039-01-01 00:00:00,601459.9999999999
176,26,4,2040-01-01 00:00:00,584867.9999999999
177,26,4,2041-01-01 00:00:00,572424
178,26,4,2042-01-01 00:00:00,559979.9999999999
179,26,4,2043-01-01 00:00:00,543387.9999999999
180,26,4,2044-01-01 00:00:00,530944
181,26,4,2045-01-01 00:00:00,518500
182,26,4,2046-01-01 00:00:00,506056
183,26,4,2047-01-01 00:00:00,489463.99999999994
184,26,4,2048-01-01 00:00:00,477020
185,26,4,2049-01-01 00:00:00,464575.99999999994
186,26,4,2050-01-01 00:00:00,452131.99999999994
187,26,2,2020-01-01 00:00:00,1746307.9999999998
188,26,2,2021-01-01 00:00:00,1671643.9999999998
189,26,2,2022-01-01 00:00:00,1613572
190,26,2,2023-01-01 00:00:00,1551351.9999999998
191,26,2,2024-01-01 00:00:00,1514020
192,26,2,2025-01-01 00:00:00,1455947.9999999998
193,26,2,2026-01-01 00:00:00,1414467.9999999998
194,26,2,2027-01-01 00:00:00,1372987.9999999998
195,26,2,2028-01-01 00:00:00,1306620
196,26,2,2029-01-01 00:00:00,1231956
197,26,2,2030-01-01 00:00:00,1161439.9999999998
198,26,2,2031-01-01 00:00:00,1090924
199,26,2,2032-01-01 00:00:00,1016259.9999999999
200,26,2,2033-01-01 00:00:00,983075.9999999999
201,26,2,2034-01-01 00:00:00,945743.9999999999
202,26,2,2035-01-01 00:00:00,908411.9999999999
203,26,2,2036-01-01 00:00:00,879376
204,26,2,2037-01-01 00:00:00,850339.9999999999
205,26,2,2038-01-01 00:00:00,825451.9999999999
206,26,2,2039-01-01 00:00:00,800564
207,26,2,2040-01-01 00:00:00,779824
208,26,2,2041-01-01 00:00:00,767380
209,26,2,2042-01-01 00:00:00,754935.9999999999
210,26,2,2043-01-01 00:00:00,734195.9999999999
211,26,2,2044-01-01 00:00:00,721752
212,26,2,2045-01-01 00:00:00,705160
213,26,2,2046-01-01 00:00:00,692715.9999999999
214,26,2,2047-01-01 00:00:00,680271.9999999999
215,26,2,2048-01-01 00:00:00,667828
216,26,2,2049-01-01 00:00:00,659531.9999999999
217,26,2,2050-01-01 00:00:00,647088
218,26,1,2020-01-01 00:00:00,1746307.9999999998
219,26,1,2021-01-01 00:00:00,1671643.9999999998
220,26,1,2022-01-01 00:00:00,1613572
221,26,1,2023-01-01 00:00:00,1551351.9999999998
222,26,1,2024-01-01 00:00:00,1514020
223,26,1,2025-01-01 00:00:00,1455947.9999999998
224,26,1,2026-01-01 00:00:00,1414467.9999999998
225,26,1,2027-01-01 00:00:00,1372987.9999999998
226,26,1,2028-01-01 00:00:00,1306620
227,26,1,2029-01-01 00:00:00,1231956
228,26,1,2030-01-01 00:00:00,1161439.9999999998
229,26,1,2031-01-01 00:00:00,1090924
230,26,1,2032-01-01 00:00:00,1016259.9999999999
231,26,1,2033-01-01 00:00:00,983075.9999999999
232,26,1,2034-01-01 00:00:00,945743.9999999999
233,26,1,2035-01-01 00:00:00,908411.9999999999
234,26,1,2036-01-01 00:00:00,879376
235,26,1,2037-01-01 00:00:00,850339.9999999999
236,26,1,2038-01-01 00:00:00,825451.9999999999
237,26,1,2039-01-01 00:00:00,800564
238,26,1,2040-01-01 00:00:00,779824
239,26,1,2041-01-01 00:00:00,767380
240,26,1,2042-01-01 00:00:00,754935.9999999999
241,26,1,2043-01-01 00:00:00,734195.9999999999
242,26,1,2044-01-01 00:00:00,721752
243,26,1,2045-01-01 00:00:00,705160
244,26,1,2046-01-01 00:00:00,692715.9999999999
245,26,1,2047-01-01 00:00:00,680271.9999999999
246,26,1,2048-01-01 00:00:00,667828
247,26,1,2049-01-01 00:00:00,659531.9999999999
248,26,1,2050-01-01 00:00:00,647088
249,27,3,2020-01-01 00:00:00,1746307.9999999998
250,27,3,2021-01-01 00:00:00,1518168
251,27,3,2022-01-01 00:00:00,1377136
252,27,3,2023-01-01 00:00:00,1227808
253,27,3,2024-01-01 00:00:00,1124108
254,27,3,2025-01-01 00:00:00,1037000
255,27,3,2026-01-01 00:00:00,970632
256,27,3,2027-01-01 00:00:00,912560
257,27,3,2028-01-01 00:00:00,866931.9999999999
258,27,3,2029-01-01 00:00:00,808859.9999999999
259,27,3,2030-01-01 00:00:00,759084
260,27,3,2031-01-01 00:00:00,721752
261,27,3,2032-01-01 00:00:00,705160
262,27,3,2033-01-01 00:00:00,688568
263,27,3,2034-01-01 00:00:00,676123.9999999999
264,27,3,2035-01-01 00:00:00,659531.9999999999
265,27,3,2036-01-01 00:00:00,642939.9999999999
266,27,3,2037-01-01 00:00:00,630496
267,27,3,2038-01-01 00:00:00,613904
268,27,3,2039-01-01 00:00:00,601459.9999999999
