id,id_ess,scenario,date,value
1,1,1,2025-07-01 00:00:00,0.7848095939406691
2,1,1,2030-07-01 00:00:00,1.1992005049442456
3,1,1,2035-07-01 00:00:00,1.906795707973911
4,1,1,2040-07-01 00:00:00,2.954597096570587
5,1,1,2050-07-01 00:00:00,5.8035346097201765
6,1,2,2025-07-01 00:00:00,1.712476330738481
7,1,2,2030-07-01 00:00:00,6.2396802019776985
8,1,2,2035-07-01 00:00:00,13.02061855670103
9,1,2,2040-07-01 00:00:00,20.30464969492952
10,1,2,2050-07-01 00:00:00,34.26425415527035
11,1,3,2025-07-01 00:00:00,1.64325689038502
12,1,3,2030-07-01 00:00:00,7.643551441195035
13,1,3,2035-07-01 00:00:00,16.478308436776775
14,1,3,2040-07-01 00:00:00,25.525015779507676
15,1,3,2050-07-01 00:00:00,41.131537976015146
16,2,1,2025-07-01 00:00:00,0.34916894592888703
17,2,1,2030-07-01 00:00:00,0.5335156743109615
18,2,1,2035-07-01 00:00:00,0.8483484115295603
19,2,1,2040-07-01 00:00:00,1.3145381864085839
20,2,1,2050-07-01 00:00:00,2.5820324005891018
21,2,2,2025-07-01 00:00:00,0.7618767094466653
22,2,2,2030-07-01 00:00:00,2.776099305701662
23,2,2,2035-07-01 00:00:00,5.793014937933936
24,2,2,2040-07-01 00:00:00,9.033747107090258
25,2,2,2050-07-01 00:00:00,15.24451925099937
26,2,3,2025-07-01 00:00:00,0.7311171891436987
27,2,3,2030-07-01 00:00:00,3.400673258994319
28,2,3,2035-07-01 00:00:00,7.331369661266568
29,2,3,2040-07-01 00:00:00,11.35632232274353
30,2,3,2050-07-01 00:00:00,18.299810645907847
31,3,1,2025-07-01 00:00:00,0.468083315800547
32,3,1,2030-07-01 00:00:00,0.7152535240900484
33,3,1,2035-07-01 00:00:00,1.137260677466863
34,3,1,2040-07-01 00:00:00,1.76225541763097
35,3,1,2050-07-01 00:00:00,3.461476961918788
36,3,2,2025-07-01 00:00:00,1.0213759730696401
37,3,2,2030-07-01 00:00:00,3.7216074058489377
38,3,2,2035-07-01 00:00:00,7.7660424994740165
39,3,2,2040-07-01 00:00:00,12.110540711129813
40,3,2,2050-07-01 00:00:00,20.436608457816114
41,3,3,2025-07-01 00:00:00,0.9800967809804334
42,3,3,2030-07-01 00:00:00,4.558931201346518
43,3,3,2035-07-01 00:00:00,9.828318956448559
44,3,3,2040-07-01 00:00:00,15.224153166421209
45,3,3,2050-07-01 00:00:00,24.53250578581948
46,4,1,2025-07-01 00:00:00,0.33641910372396383
47,4,1,2030-07-01 00:00:00,0.5140753208499895
48,4,1,2035-07-01 00:00:00,0.8174205764780138
49,4,1,2040-07-01 00:00:00,1.2666105617504733
50,4,1,2050-07-01 00:00:00,2.4878602987586786
51,4,2,2025-07-01 00:00:00,0.734104775930991
52,4,2,2030-07-01 00:00:00,2.6748579844308855
53,4,2,2035-07-01 00:00:00,5.581737849779087
54,4,2,2040-07-01 00:00:00,8.704270986745213
55,4,2,2050-07-01 00:00:00,14.688533557752997
56,4,3,2025-07-01 00:00:00,0.7044393014937934
57,4,3,2030-07-01 00:00:00,3.2766673679781193
58,4,3,2035-07-01 00:00:00,7.063959604460341
59,4,3,2040-07-01 00:00:00,10.942141805175678
60,4,3,2050-07-01 00:00:00,17.632400589101618
61,5,1,2025-07-01 00:00:00,0.7640648011782033
62,5,1,2030-07-01 00:00:00,1.16751525352409
63,5,1,2035-07-01 00:00:00,1.8563854407742477
64,5,1,2040-07-01 00:00:00,2.8764990532295394
65,5,1,2050-07-01 00:00:00,5.6501157163896485
66,5,2,2025-07-01 00:00:00,1.6671996633705028
67,5,2,2030-07-01 00:00:00,6.074773827056595
68,5,2,2035-07-01 00:00:00,12.676456974542393
69,5,2,2040-07-01 00:00:00,19.76793604039554
70,5,2,2050-07-01 00:00:00,33.35855249316221
71,5,3,2025-07-01 00:00:00,1.5998316852514203
72,5,3,2030-07-01 00:00:00,7.441531664212077
73,5,3,2035-07-01 00:00:00,16.042709867452135
74,5,3,2040-07-01 00:00:00,24.850284031138226
75,5,3,2050-07-01 00:00:00,40.04430885756364
76,6,1,2025-07-01 00:00:00,1.1280875236692616
77,6,1,2030-07-01 00:00:00,1.7237954975804755
78,6,1,2035-07-01 00:00:00,2.740921523248475
79,6,1,2040-07-01 00:00:00,4.247128129602356
80,6,1,2050-07-01 00:00:00,8.342310119924258
81,6,2,2025-07-01 00:00:00,2.461561119293078
82,6,2,2030-07-01 00:00:00,8.969240479697033
83,6,2,2035-07-01 00:00:00,18.71647380601725
84,6,2,2040-07-01 00:00:00,29.186955606985062
85,6,2,2050-07-01 00:00:00,49.253187460551224
86,6,3,2025-07-01 00:00:00,2.362129181569535
87,6,3,2030-07-01 00:00:00,10.987250157795078
88,6,3,2035-07-01 00:00:00,23.686724174205764
89,6,3,2040-07-01 00:00:00,36.69093204292026
90,6,3,2050-07-01 00:00:00,59.12455291394908
91,7,1,2025-07-01 00:00:00,0.7535872080791078
92,7,1,2030-07-01 00:00:00,1.1514832737218599
93,7,1,2035-07-01 00:00:00,1.8309278350515463
94,7,1,2040-07-01 00:00:00,2.837071323374711
95,7,1,2050-07-01 00:00:00,5.57269093204292
96,7,2,2025-07-01 00:00:00,1.644350936250789
97,7,2,2030-07-01 00:00:00,5.991500105196718
98,7,2,2035-07-01 00:00:00,12.50262991794656
99,7,2,2040-07-01 00:00:00,19.49694929518199
100,7,2,2050-07-01 00:00:00,32.901241321270774
101,7,3,2025-07-01 00:00:00,1.5779086892488956
102,7,3,2030-07-01 00:00:00,7.339490847885546
103,7,3,2035-07-01 00:00:00,15.822806648432568
104,7,3,2040-07-01 00:00:00,24.509614980012625
105,7,3,2050-07-01 00:00:00,39.49530822638334
106,8,1,2025-07-01 00:00:00,0.2561329686513781
107,8,1,2030-07-01 00:00:00,0.391373869135283
108,8,1,2035-07-01 00:00:00,0.6223017041868294
109,8,1,2040-07-01 00:00:00,0.9642331159267831
110,8,1,2050-07-01 00:00:00,1.8940037870818431
111,8,2,2025-07-01 00:00:00,0.558889122659373
112,8,2,2030-07-01 00:00:00,2.036355985693246
113,8,2,2035-07-01 00:00:00,4.249316221333895
114,8,2,2040-07-01 00:00:00,6.626509572901326
115,8,2,2050-07-01 00:00:00,11.182284872711971
116,8,3,2025-07-01 00:00:00,0.5362928676625289
117,8,3,2030-07-01 00:00:00,2.494508731327582
118,8,3,2035-07-01 00:00:00,5.377782453187461
119,8,3,2040-07-01 00:00:00,8.33019145802651
120,8,3,2050-07-01 00:00:00,13.423437828739742
