id,id_ess,scenario,date,value
1,1,1,2025-07-01 00:00:00,2.5019250672738567
2,1,1,2030-07-01 00:00:00,4.075487476712896
3,1,1,2035-07-01 00:00:00,6.645357068929828
4,1,1,2040-07-01 00:00:00,10.226926102256263
5,1,1,2050-07-01 00:00:00,19.582960049679155
6,1,2,2025-07-01 00:00:00,4.49781825708963
7,1,2,2030-07-01 00:00:00,14.674104740219418
8,1,2,2035-07-01 00:00:00,30.631231629062306
9,1,2,2040-07-01 00:00:00,49.49075553715587
10,1,2,2050-07-01 00:00:00,89.98842475677914
11,1,3,2025-07-01 00:00:00,4.592448768370938
12,1,3,2030-07-01 00:00:00,19.46219002276961
13,1,3,2035-07-01 00:00:00,40.49675843510661
14,1,3,2040-07-01 00:00:00,63.86894638791141
15,1,3,2050-07-01 00:00:00,110.27232457048231
16,2,1,2025-07-01 00:00:00,1.1131608362657834
17,2,1,2030-07-01 00:00:00,1.813189815773132
18,2,1,2035-07-01 00:00:00,2.9565886979921348
19,2,1,2040-07-01 00:00:00,4.550097288346098
20,2,1,2050-07-01 00:00:00,8.712655764851998
21,2,2,2025-07-01 00:00:00,2.0010846615607534
22,2,2,2030-07-01 00:00:00,6.52868557234527
23,2,2,2035-07-01 00:00:00,13.628159801283378
24,2,2,2040-07-01 00:00:00,22.0189443179466
25,2,2,2050-07-01 00:00:00,40.03672117574001
26,2,3,2025-07-01 00:00:00,2.0432539846822606
27,2,3,2030-07-01 00:00:00,8.658919478368867
28,2,3,2035-07-01 00:00:00,18.017412543986755
29,2,3,2040-07-01 00:00:00,28.415930449182365
30,2,3,2050-07-01 00:00:00,49.06122955909749
31,3,1,2025-07-01 00:00:00,1.4922293521010144
32,3,1,2030-07-01 00:00:00,2.430792796522459
33,3,1,2035-07-01 00:00:00,3.9635520596149867
34,3,1,2040-07-01 00:00:00,6.099797143448561
35,3,1,2050-07-01 00:00:00,11.680082798592423
36,3,2,2025-07-01 00:00:00,2.682624715379839
37,3,2,2030-07-01 00:00:00,8.752274891326849
38,3,2,2035-07-01 00:00:00,18.269699855102463
39,3,2,2040-07-01 00:00:00,29.518252949699853
40,3,2,2050-07-01 00:00:00,53.67280480231836
41,3,3,2025-07-01 00:00:00,2.739184433864624
42,3,3,2030-07-01 00:00:00,11.608039743324364
43,3,3,2035-07-01 00:00:00,24.153914303456844
44,3,3,2040-07-01 00:00:00,38.09401780169737
45,3,3,2050-07-01 00:00:00,65.7709376940592
46,4,1,2025-07-01 00:00:00,1.072539846822604
47,4,1,2030-07-01 00:00:00,1.7470668598633823
48,4,1,2035-07-01 00:00:00,2.848751811219209
49,4,1,2040-07-01 00:00:00,4.38415234941006
50,4,1,2050-07-01 00:00:00,8.394883046988202
51,4,2,2025-07-01 00:00:00,1.9281308217760302
52,4,2,2030-07-01 00:00:00,6.2905154212378385
53,4,2,2035-07-01 00:00:00,13.131144690540262
54,4,2,2040-07-01 00:00:00,21.215905609604636
55,4,2,2050-07-01 00:00:00,38.57655143862554
56,4,3,2025-07-01 00:00:00,1.9687518112192093
57,4,3,2030-07-01 00:00:00,8.343150486441731
58,4,3,2035-07-01 00:00:00,17.360281515214243
59,4,3,2040-07-01 00:00:00,27.379548747671294
60,4,3,2050-07-01 00:00:00,47.27190229766094
61,5,1,2025-07-01 00:00:00,2.435802111364107
62,5,1,2030-07-01 00:00:00,3.9677416683916378
63,5,1,2035-07-01 00:00:00,6.469666735665495
64,5,1,2040-07-01 00:00:00,9.956605257710619
65,5,1,2050-07-01 00:00:00,19.06536120885945
66,5,2,2025-07-01 00:00:00,4.378869799213414
67,5,2,2030-07-01 00:00:00,14.286201614572553
68,5,2,2035-07-01 00:00:00,29.82154419374871
69,5,2,2040-07-01 00:00:00,48.182595735872496
70,5,2,2050-07-01 00:00:00,87.60981991306149
71,5,3,2025-07-01 00:00:00,4.471132270751397
72,5,3,2030-07-01 00:00:00,18.94777892775823
73,5,3,2035-07-01 00:00:00,39.42631339267232
74,5,3,2040-07-01 00:00:00,62.180716207824474
75,5,3,2050-07-01 00:00:00,107.35754088180502
76,6,1,2025-07-01 00:00:00,3.596414820948044
77,6,1,2030-07-01 00:00:00,5.858348168081143
78,6,1,2035-07-01 00:00:00,9.552308010763817
79,6,1,2040-07-01 00:00:00,14.700699648105983
80,6,1,2050-07-01 00:00:00,28.14961705651004
