id,h2dem_id,scenario,date,value
394,6,3,2027-07-01 00:00:00,5614.7162442883455
395,6,3,2028-07-01 00:00:00,8988.214551917752
396,6,3,2029-07-01 00:00:00,13382.67504597122
397,6,3,2030-07-01 00:00:00,18383.650273711675
398,6,3,2031-07-01 00:00:00,29810.258788546947
399,6,3,2032-07-01 00:00:00,44549.19468567816
400,6,3,2033-07-01 00:00:00,51820.62711227309
401,6,3,2034-07-01 00:00:00,58503.95304974253
402,6,3,2035-07-01 00:00:00,65739.1910054035
403,6,3,2036-07-01 00:00:00,74454.45085614178
404,6,3,2037-07-01 00:00:00,82373.9952658803
405,6,3,2038-07-01 00:00:00,90334.8316907477
406,6,3,2039-07-01 00:00:00,92897.79163294083
407,6,3,2040-07-01 00:00:00,99903.67242339939
408,6,3,2041-07-01 00:00:00,106026.96496517865
409,6,3,2042-07-01 00:00:00,118016.43547960745
410,6,3,2043-07-01 00:00:00,121495.05462697032
411,6,3,2044-07-01 00:00:00,127248.36724840644
412,6,3,2045-07-01 00:00:00,133815.35207033638
413,6,3,2046-07-01 00:00:00,139467.94637188743
414,6,3,2047-07-01 00:00:00,142355.19044211003
415,6,3,2048-07-01 00:00:00,143959.70607376602
416,6,3,2049-07-01 00:00:00,144384.96910325452
417,7,1,2024-07-01 00:00:00,1101.9832345123696
418,7,1,2025-07-01 00:00:00,1775.192530498194
419,7,1,2026-07-01 00:00:00,1775.192530498194
420,7,1,2027-07-01 00:00:00,1775.192530498194
421,7,1,2028-07-01 00:00:00,16672.73468699814
422,7,1,2029-07-01 00:00:00,46169.28261877604
423,7,1,2030-07-01 00:00:00,69640.16540831485
424,7,1,2031-07-01 00:00:00,105441.523696902
425,7,1,2032-07-01 00:00:00,187995.9727062087
426,7,1,2033-07-01 00:00:00,188938.49255902064
427,7,1,2034-07-01 00:00:00,193421.55563028823
428,7,1,2035-07-01 00:00:00,194533.52104490978
429,7,1,2036-07-01 00:00:00,194533.52104490978
430,7,1,2037-07-01 00:00:00,198421.07255728947
431,7,1,2038-07-01 00:00:00,199670.889915872
432,7,1,2039-07-01 00:00:00,200795.5304908022
433,7,1,2040-07-01 00:00:00,200795.5304908022
434,7,1,2041-07-01 00:00:00,201221.15306351354
435,7,1,2042-07-01 00:00:00,203160.10492239636
436,7,1,2043-07-01 00:00:00,204576.3949844089
437,7,1,2044-07-01 00:00:00,205675.89590212598
438,7,1,2045-07-01 00:00:00,206973.08011675134
439,7,1,2046-07-01 00:00:00,206973.08011675134
440,7,1,2047-07-01 00:00:00,209678.2457108999
441,7,1,2048-07-01 00:00:00,209678.2457108999
442,7,1,2049-07-01 00:00:00,231922.01771041477
443,7,2,2024-07-01 00:00:00,1101.9832345123696
444,7,2,2025-07-01 00:00:00,1775.192530498194
445,7,2,2026-07-01 00:00:00,1775.192530498194
446,7,2,2027-07-01 00:00:00,1775.192530498194
447,7,2,2028-07-01 00:00:00,3325.3992520060224
448,7,2,2029-07-01 00:00:00,8501.120544193242
449,7,2,2030-07-01 00:00:00,18633.90206372966
450,7,2,2031-07-01 00:00:00,57730.75639764936
451,7,2,2032-07-01 00:00:00,137533.61552980135
452,7,2,2033-07-01 00:00:00,149487.9522406106
453,7,2,2034-07-01 00:00:00,168867.7775875304
454,7,2,2035-07-01 00:00:00,177169.7956732094
455,7,2,2036-07-01 00:00:00,186192.4438819415
456,7,2,2037-07-01 00:00:00,198638.00967812486
457,7,2,2038-07-01 00:00:00,212257.48750656025
458,7,2,2039-07-01 00:00:00,222953.19587351632
459,7,2,2040-07-01 00:00:00,230847.6002567023
460,7,2,2041-07-01 00:00:00,248172.27940456447
461,7,2,2042-07-01 00:00:00,257418.56524313323
462,7,2,2043-07-01 00:00:00,267084.04210197594
463,7,2,2044-07-01 00:00:00,296155.9126416167
464,7,2,2045-07-01 00:00:00,301949.3719098755
465,7,2,2046-07-01 00:00:00,301949.3719098755
466,7,2,2047-07-01 00:00:00,309953.1827788234
467,7,2,2048-07-01 00:00:00,322533.2901725262
468,7,2,2049-07-01 00:00:00,332000.7890458236
469,7,3,2024-07-01 00:00:00,1101.9832345123696
470,7,3,2025-07-01 00:00:00,1775.192530498194
471,7,3,2026-07-01 00:00:00,1775.192530498194
472,7,3,2027-07-01 00:00:00,1775.192530498194
473,7,3,2028-07-01 00:00:00,38573.80266108284
474,7,3,2029-07-01 00:00:00,82285.50439632213
475,7,3,2030-07-01 00:00:00,140277.60113324126
476,7,3,2031-07-01 00:00:00,209497.47709330972
477,7,3,2032-07-01 00:00:00,295329.8820170804
478,7,3,2033-07-01 00:00:00,325042.30445147085
479,7,3,2034-07-01 00:00:00,346055.15611899237
480,7,3,2035-07-01 00:00:00,376149.9663064652
481,7,3,2036-07-01 00:00:00,405429.4491292982
482,7,3,2037-07-01 00:00:00,435271.75950461766
483,7,3,2038-07-01 00:00:00,435271.75950461766
484,7,3,2039-07-01 00:00:00,456241.7330871706
485,7,3,2040-07-01 00:00:00,482130.85362511093
486,7,3,2041-07-01 00:00:00,507827.5053859331
487,7,3,2042-07-01 00:00:00,533944.2680824436
488,7,3,2043-07-01 00:00:00,561000.758720581
489,7,3,2044-07-01 00:00:00,587483.030953974
490,7,3,2045-07-01 00:00:00,597277.0561386346
491,7,3,2046-07-01 00:00:00,607312.6583437131
492,7,3,2047-07-01 00:00:00,617405.5740400978
493,7,3,2048-07-01 00:00:00,628134.7942843918
494,7,3,2049-07-01 00:00:00,682404.4325843098
495,8,1,2024-07-01 00:00:00,0
496,8,1,2025-07-01 00:00:00,0
497,8,1,2026-07-01 00:00:00,0
498,8,1,2027-07-01 00:00:00,0
499,8,1,2028-07-01 00:00:00,141.16408361406334
500,8,1,2029-07-01 00:00:00,607.0715024068255
501,8,1,2030-07-01 00:00:00,1289.6481134881108
502,8,1,2031-07-01 00:00:00,1729.3042670899563
503,8,1,2032-07-01 00:00:00,2550.515484024439
504,8,1,2033-07-01 00:00:00,2568.3192678894484
505,8,1,2034-07-01 00:00:00,2748.2071410288804
506,8,1,2035-07-01 00:00:00,2848.953040540423
507,8,1,2036-07-01 00:00:00,2848.953040540423
508,8,1,2037-07-01 00:00:00,5217.534421107698
509,8,1,2038-07-01 00:00:00,5217.622643392953
510,8,1,2039-07-01 00:00:00,5242.788379450056
511,8,1,2040-07-01 00:00:00,5243.579746516313
512,8,1,2041-07-01 00:00:00,5362.438866266541
513,8,1,2042-07-01 00:00:00,5393.0967687685
514,8,1,2043-07-01 00:00:00,5512.810459610242
515,8,1,2044-07-01 00:00:00,5547.958481406611
516,8,1,2045-07-01 00:00:00,5547.958481406611
517,8,1,2046-07-01 00:00:00,5547.958481406611
518,8,1,2047-07-01 00:00:00,5547.958481406611
519,8,1,2048-07-01 00:00:00,5547.958481406611
520,8,1,2049-07-01 00:00:00,5547.958481406611
521,8,2,2024-07-01 00:00:00,0
522,8,2,2025-07-01 00:00:00,0
523,8,2,2026-07-01 00:00:00,0
524,8,2,2027-07-01 00:00:00,0
525,8,2,2028-07-01 00:00:00,3710.8927747660837
526,8,2,2029-07-01 00:00:00,8628.2646913033
527,8,2,2030-07-01 00:00:00,14752.940237841045
528,8,2,2031-07-01 00:00:00,21943.263941974714
529,8,2,2032-07-01 00:00:00,33337.75433438864
530,8,2,2033-07-01 00:00:00,35004.461542082725
531,8,2,2034-07-01 00:00:00,37535.71537725376
532,8,2,2035-07-01 00:00:00,38232.892391405316
533,8,2,2036-07-01 00:00:00,38538.81776790504
534,8,2,2037-07-01 00:00:00,40099.47765564603
535,8,2,2038-07-01 00:00:00,41482.07678189442
536,8,2,2039-07-01 00:00:00,42106.97551840278
537,8,2,2040-07-01 00:00:00,42961.72382675634
538,8,2,2041-07-01 00:00:00,44460.32873464971
539,8,2,2042-07-01 00:00:00,45115.50237489735
540,8,2,2043-07-01 00:00:00,45743.892092542716
541,8,2,2044-07-01 00:00:00,47183.0959889671
542,8,2,2045-07-01 00:00:00,47183.0959889671
543,8,2,2046-07-01 00:00:00,47444.755768045565
544,8,2,2047-07-01 00:00:00,48493.3573747639
545,8,2,2048-07-01 00:00:00,49500.27363458163
546,8,2,2049-07-01 00:00:00,49759.33756837611
547,8,3,2024-07-01 00:00:00,0
548,8,3,2025-07-01 00:00:00,0
549,8,3,2026-07-01 00:00:00,0
550,8,3,2027-07-01 00:00:00,0
551,8,3,2028-07-01 00:00:00,591.282944717084
552,8,3,2029-07-01 00:00:00,1232.8026969292164
553,8,3,2030-07-01 00:00:00,2731.352780776609
554,8,3,2031-07-01 00:00:00,5139.063539727925
555,8,3,2032-07-01 00:00:00,8160.042226569033
556,8,3,2033-07-01 00:00:00,9748.998580284971
557,8,3,2034-07-01 00:00:00,11344.061756839734
558,8,3,2035-07-01 00:00:00,13144.84309540509
559,8,3,2036-07-01 00:00:00,15252.564857074165
560,8,3,2037-07-01 00:00:00,17642.724089459796
561,8,3,2038-07-01 00:00:00,19236.064426764297
562,8,3,2039-07-01 00:00:00,20436.694134161306
563,8,3,2040-07-01 00:00:00,22083.792630490127
564,8,3,2041-07-01 00:00:00,23550.83913832837
565,8,3,2042-07-01 00:00:00,24817.636570677583
566,8,3,2043-07-01 00:00:00,25882.19290547063
567,8,3,2044-07-01 00:00:00,27529.044944642745
568,8,3,2045-07-01 00:00:00,27950.56390286242
569,8,3,2046-07-01 00:00:00,27950.56390286242
570,8,3,2047-07-01 00:00:00,27950.56390286242
571,8,3,2048-07-01 00:00:00,28230.199007162995
572,8,3,2049-07-01 00:00:00,28230.199007162995
573,9,1,2024-07-01 00:00:00,162.07515735088123
574,9,1,2025-07-01 00:00:00,7431.241601410829
575,9,1,2026-07-01 00:00:00,22015.073035163776
576,9,1,2027-07-01 00:00:00,29342.2144080753
577,9,1,2028-07-01 00:00:00,29718.90924940937
578,9,1,2029-07-01 00:00:00,30153.13387110215
579,9,1,2030-07-01 00:00:00,30119.158401529116
580,9,1,2031-07-01 00:00:00,29477.918161702466
581,9,1,2032-07-01 00:00:00,28516.513849099494
582,9,1,2033-07-01 00:00:00,28215.387257891558
583,9,1,2034-07-01 00:00:00,28210.55976851489
584,9,1,2035-07-01 00:00:00,28207.758506079626
585,9,1,2036-07-01 00:00:00,28204.629144611714
586,9,1,2037-07-01 00:00:00,28196.293306124466
587,9,1,2038-07-01 00:00:00,28189.32841136923
588,9,1,2039-07-01 00:00:00,28182.59646232982
589,9,1,2040-07-01 00:00:00,28174.916815278182
590,9,1,2041-07-01 00:00:00,28169.433113281368
591,9,1,2042-07-01 00:00:00,34818.28328446471
592,9,1,2043-07-01 00:00:00,34954.358561438
593,9,1,2044-07-01 00:00:00,34954.96130404074
594,9,1,2045-07-01 00:00:00,37094.20810601848
595,9,1,2046-07-01 00:00:00,37117.313310894366
596,9,1,2047-07-01 00:00:00,37099.962068622364
597,9,1,2048-07-01 00:00:00,40577.454553422765
598,9,1,2049-07-01 00:00:00,49283.33146001855
599,9,2,2024-07-01 00:00:00,166.9056647785457
600,9,2,2025-07-01 00:00:00,7875.222921088042
601,9,2,2026-07-01 00:00:00,23485.57944595082
602,9,2,2027-07-01 00:00:00,31298.15505868459
603,9,2,2028-07-01 00:00:00,31582.97896503203
604,9,2,2029-07-01 00:00:00,31556.15489548716
605,9,2,2030-07-01 00:00:00,31520.028214097416
606,9,2,2031-07-01 00:00:00,29807.847861722716
607,9,2,2032-07-01 00:00:00,29608.529897770517
608,9,2,2033-07-01 00:00:00,29619.638226670886
609,9,2,2034-07-01 00:00:00,29625.502167819286
610,9,2,2035-07-01 00:00:00,29631.388113434146
611,9,2,2036-07-01 00:00:00,29690.561108899772
612,9,2,2037-07-01 00:00:00,35615.807818710455
613,9,2,2038-07-01 00:00:00,38211.42022337671
614,9,2,2039-07-01 00:00:00,40951.02075597512
615,9,2,2040-07-01 00:00:00,42933.09058548928
616,9,2,2041-07-01 00:00:00,46419.07719649294
617,9,2,2042-07-01 00:00:00,50126.50644700297
618,9,2,2043-07-01 00:00:00,52555.39959207115
619,9,2,2044-07-01 00:00:00,56787.3594704996
620,9,2,2045-07-01 00:00:00,56821.91443977688
621,9,2,2046-07-01 00:00:00,56849.78461822027
622,9,2,2047-07-01 00:00:00,57786.48174038181
623,9,2,2048-07-01 00:00:00,69591.20671474234
624,9,2,2049-07-01 00:00:00,69653.17715075858
625,9,3,2024-07-01 00:00:00,162.8055896594356
626,9,3,2025-07-01 00:00:00,7398.861134257715
