id,ess_id,scenario,date,value
1,1,1,2024-07-01 00:00:00,0
2,1,1,2025-07-01 00:00:00,0
3,1,1,2026-07-01 00:00:00,300
4,1,1,2027-07-01 00:00:00,300
5,1,1,2028-07-01 00:00:00,300
6,1,1,2029-07-01 00:00:00,300
7,1,1,2030-07-01 00:00:00,300
8,1,1,2031-07-01 00:00:00,300
9,1,1,2032-07-01 00:00:00,300
10,1,1,2033-07-01 00:00:00,300
11,1,1,2034-07-01 00:00:00,300
12,1,1,2035-07-01 00:00:00,300
13,1,1,2036-07-01 00:00:00,300
14,1,1,2037-07-01 00:00:00,300
15,1,1,2038-07-01 00:00:00,300
16,1,1,2039-07-01 00:00:00,300
17,1,1,2040-07-01 00:00:00,300
18,1,1,2041-07-01 00:00:00,300
19,1,1,2042-07-01 00:00:00,300
20,1,1,2043-07-01 00:00:00,300
21,1,1,2044-07-01 00:00:00,300
22,1,1,2045-07-01 00:00:00,300
23,1,1,2046-07-01 00:00:00,0
24,1,1,2047-07-01 00:00:00,0
25,1,1,2048-07-01 00:00:00,0
26,1,1,2049-07-01 00:00:00,0
27,1,1,2050-07-01 00:00:00,0
28,1,2,2024-07-01 00:00:00,0
29,1,2,2025-07-01 00:00:00,0
30,1,2,2026-07-01 00:00:00,300
31,1,2,2027-07-01 00:00:00,300
32,1,2,2028-07-01 00:00:00,300
33,1,2,2029-07-01 00:00:00,300
34,1,2,2030-07-01 00:00:00,300
35,1,2,2031-07-01 00:00:00,300
36,1,2,2032-07-01 00:00:00,300
37,1,2,2033-07-01 00:00:00,300
38,1,2,2034-07-01 00:00:00,300
39,1,2,2035-07-01 00:00:00,300
40,1,2,2036-07-01 00:00:00,300
41,1,2,2037-07-01 00:00:00,300
42,1,2,2038-07-01 00:00:00,300
43,1,2,2039-07-01 00:00:00,300
44,1,2,2040-07-01 00:00:00,300
45,1,2,2041-07-01 00:00:00,300
46,1,2,2042-07-01 00:00:00,300
47,1,2,2043-07-01 00:00:00,300
48,1,2,2044-07-01 00:00:00,300
