id,ess_id,investment,capitalcost,leadtime,lifespan,nmax,inv_group,inv_model
1,31,898212,0.1,0,20,40,1,Storage
2,32,898212,0.1,0,20,40,1,Storage
3,33,898212,0.1,0,20,40,1,Storage
4,34,898212,0.1,0,20,40,1,Storage
5,35,898212,0.1,0,20,40,1,Storage
6,36,898212,0.1,0,20,40,1,Storage
7,37,898212,0.1,0,20,40,1,Storage
8,38,898212,0.1,0,20,40,1,Storage
9,39,898212,0.1,0,20,40,1,Storage
10,40,898212,0.1,0,20,40,1,Storage
11,41,898212,0.1,0,20,40,1,Storage
12,42,898212,0.1,0,20,40,1,Storage
