id,lin_id,scenario,date,value
76,2,2,2026-01-01 00:00:00,750
77,2,2,2026-06-01 00:00:00,1100
78,2,3,2025-07-01 00:00:00,1100
79,2,3,2025-12-01 00:00:00,750
80,2,3,2026-01-01 00:00:00,750
81,2,3,2026-06-01 00:00:00,1100
82,2,1,2030-07-01 00:00:00,1100
83,2,1,2030-12-01 00:00:00,750
84,2,1,2031-01-01 00:00:00,750
85,2,1,2031-06-01 00:00:00,1100
86,2,2,2030-07-01 00:00:00,1100
87,2,2,2030-12-01 00:00:00,750
88,2,2,2031-01-01 00:00:00,750
89,2,2,2031-06-01 00:00:00,1100
90,2,3,2030-07-01 00:00:00,1100
91,2,3,2030-12-01 00:00:00,750
92,2,3,2031-01-01 00:00:00,750
93,2,3,2031-06-01 00:00:00,1100
94,2,1,2035-07-01 00:00:00,1100
95,2,1,2035-12-01 00:00:00,750
96,2,1,2036-01-01 00:00:00,750
97,2,1,2036-06-01 00:00:00,1100
98,2,2,2035-07-01 00:00:00,1100
99,2,2,2035-12-01 00:00:00,750
100,2,2,2036-01-01 00:00:00,750
101,2,2,2036-06-01 00:00:00,1100
102,2,3,2035-07-01 00:00:00,1100
103,2,3,2035-12-01 00:00:00,750
104,2,3,2036-01-01 00:00:00,750
105,2,3,2036-06-01 00:00:00,1100
106,2,1,2040-07-01 00:00:00,1100
107,2,1,2040-12-01 00:00:00,750
108,2,1,2041-01-01 00:00:00,750
109,2,1,2041-06-01 00:00:00,1100
110,2,2,2040-07-01 00:00:00,1100
111,2,2,2040-12-01 00:00:00,750
112,2,2,2041-01-01 00:00:00,750
113,2,2,2041-06-01 00:00:00,1100
114,2,3,2040-07-01 00:00:00,1100
115,2,3,2040-12-01 00:00:00,750
116,2,3,2041-01-01 00:00:00,750
117,2,3,2041-06-01 00:00:00,1100
118,2,1,2050-07-01 00:00:00,1100
119,2,1,2050-12-01 00:00:00,750
120,2,1,2051-01-01 00:00:00,750
121,2,1,2051-06-01 00:00:00,1100
122,2,2,2050-07-01 00:00:00,1100
123,2,2,2050-12-01 00:00:00,750
124,2,2,2051-01-01 00:00:00,750
125,2,2,2051-06-01 00:00:00,1100
126,2,3,2050-07-01 00:00:00,1100
127,2,3,2050-12-01 00:00:00,750
128,2,3,2051-01-01 00:00:00,750
129,2,3,2051-06-01 00:00:00,1100
130,3,1,2025-07-01 00:00:00,2100
131,3,1,2025-12-01 00:00:00,2100
132,3,1,2026-01-01 00:00:00,2100
133,3,1,2026-06-01 00:00:00,2100
134,3,2,2025-07-01 00:00:00,2100
135,3,2,2025-12-01 00:00:00,2100
136,3,2,2026-01-01 00:00:00,2100
137,3,2,2026-06-01 00:00:00,2100
138,3,3,2025-07-01 00:00:00,2100
139,3,3,2025-12-01 00:00:00,2100
140,3,3,2026-01-01 00:00:00,2100
141,3,3,2026-06-01 00:00:00,2100
142,3,1,2030-07-01 00:00:00,2100
143,3,1,2030-12-01 00:00:00,2100
144,3,1,2031-01-01 00:00:00,2100
145,3,1,2031-06-01 00:00:00,2100
146,3,2,2030-07-01 00:00:00,2100
147,3,2,2030-12-01 00:00:00,2100
148,3,2,2031-01-01 00:00:00,2100
149,3,2,2031-06-01 00:00:00,2100
150,3,3,2030-07-01 00:00:00,2100
151,3,3,2030-12-01 00:00:00,2100
152,3,3,2031-01-01 00:00:00,2100
153,3,3,2031-06-01 00:00:00,2100
154,3,1,2035-07-01 00:00:00,2100
155,3,1,2035-12-01 00:00:00,2100
156,3,1,2036-01-01 00:00:00,2100
157,3,1,2036-06-01 00:00:00,2100
158,3,2,2035-07-01 00:00:00,2100
159,3,2,2035-12-01 00:00:00,2100
160,3,2,2036-01-01 00:00:00,2100
161,3,2,2036-06-01 00:00:00,2100
162,3,3,2035-07-01 00:00:00,2100
163,3,3,2035-12-01 00:00:00,2100
164,3,3,2036-01-01 00:00:00,2100
165,3,3,2036-06-01 00:00:00,2100
166,3,1,2040-07-01 00:00:00,2100
167,3,1,2040-12-01 00:00:00,2100
168,3,1,2041-01-01 00:00:00,2100
169,3,1,2041-06-01 00:00:00,2100
170,3,2,2040-07-01 00:00:00,2100
171,3,2,2040-12-01 00:00:00,2100
172,3,2,2041-01-01 00:00:00,2100
173,3,2,2041-06-01 00:00:00,2100
174,3,3,2040-07-01 00:00:00,2100
175,3,3,2040-12-01 00:00:00,2100
176,3,3,2041-01-01 00:00:00,2100
177,3,3,2041-06-01 00:00:00,2100
178,3,1,2050-07-01 00:00:00,2100
179,3,1,2050-12-01 00:00:00,2100
180,3,1,2051-01-01 00:00:00,2100
181,3,1,2051-06-01 00:00:00,2100
182,3,2,2050-07-01 00:00:00,2100
183,3,2,2050-12-01 00:00:00,2100
184,3,2,2051-01-01 00:00:00,2100
185,3,2,2051-06-01 00:00:00,2100
186,3,3,2050-07-01 00:00:00,2100
187,3,3,2050-12-01 00:00:00,2100
188,3,3,2051-01-01 00:00:00,2100
189,3,3,2051-06-01 00:00:00,2100
190,4,1,2025-07-01 00:00:00,1170
191,4,1,2025-12-01 00:00:00,1165
192,4,1,2026-01-01 00:00:00,1165
193,4,1,2026-06-01 00:00:00,1170
194,4,2,2025-07-01 00:00:00,1170
195,4,2,2025-12-01 00:00:00,1165
196,4,2,2026-01-01 00:00:00,1165
197,4,2,2026-06-01 00:00:00,1170
198,4,3,2025-07-01 00:00:00,1170
199,4,3,2025-12-01 00:00:00,1165
200,4,3,2026-01-01 00:00:00,1165
201,4,3,2026-06-01 00:00:00,1170
202,4,1,2030-07-01 00:00:00,1170
203,4,1,2030-12-01 00:00:00,1165
204,4,1,2031-01-01 00:00:00,1165
205,4,1,2031-06-01 00:00:00,1170
206,4,2,2030-07-01 00:00:00,1170
207,4,2,2030-12-01 00:00:00,1165
208,4,2,2031-01-01 00:00:00,1165
209,4,2,2031-06-01 00:00:00,1170
210,4,3,2030-07-01 00:00:00,1170
211,4,3,2030-12-01 00:00:00,1165
212,4,3,2031-01-01 00:00:00,1165
213,4,3,2031-06-01 00:00:00,1170
214,4,1,2035-07-01 00:00:00,1170
215,4,1,2035-12-01 00:00:00,1165
216,4,1,2036-01-01 00:00:00,1165
217,4,1,2036-06-01 00:00:00,1170
218,4,2,2035-07-01 00:00:00,1170
219,4,2,2035-12-01 00:00:00,1165
220,4,2,2036-01-01 00:00:00,1165
221,4,2,2036-06-01 00:00:00,1170
222,4,3,2035-07-01 00:00:00,1170
223,4,3,2035-12-01 00:00:00,1165
224,4,3,2036-01-01 00:00:00,1165
225,4,3,2036-06-01 00:00:00,1170
226,4,1,2040-07-01 00:00:00,1170
227,4,1,2040-12-01 00:00:00,1165
228,4,1,2041-01-01 00:00:00,1165
229,4,1,2041-06-01 00:00:00,1170
230,4,2,2040-07-01 00:00:00,1170
231,4,2,2040-12-01 00:00:00,1165
232,4,2,2041-01-01 00:00:00,1165
233,4,2,2041-06-01 00:00:00,1170
234,4,3,2040-07-01 00:00:00,1170
235,4,3,2040-12-01 00:00:00,1165
236,4,3,2041-01-01 00:00:00,1165
237,4,3,2041-06-01 00:00:00,1170
238,4,1,2050-07-01 00:00:00,1170
239,4,1,2050-12-01 00:00:00,1165
240,4,1,2051-01-01 00:00:00,1165
241,4,1,2051-06-01 00:00:00,1170
242,4,2,2050-07-01 00:00:00,1170
243,4,2,2050-12-01 00:00:00,1165
244,4,2,2051-01-01 00:00:00,1165
245,4,2,2051-06-01 00:00:00,1170
246,4,3,2050-07-01 00:00:00,1170
247,4,3,2050-12-01 00:00:00,1165
248,4,3,2051-01-01 00:00:00,1165
249,4,3,2051-06-01 00:00:00,1170
250,5,1,2025-07-01 00:00:00,200
251,5,1,2025-12-01 00:00:00,150
252,5,1,2026-01-01 00:00:00,150
253,5,1,2026-06-01 00:00:00,200
254,5,2,2025-07-01 00:00:00,200
255,5,2,2025-12-01 00:00:00,150
256,5,2,2026-01-01 00:00:00,150
257,5,2,2026-06-01 00:00:00,200
258,5,3,2025-07-01 00:00:00,200
259,5,3,2025-12-01 00:00:00,150
260,5,3,2026-01-01 00:00:00,150
261,5,3,2026-06-01 00:00:00,200
262,5,1,2030-07-01 00:00:00,200
263,5,1,2030-12-01 00:00:00,150
264,5,1,2031-01-01 00:00:00,150
265,5,1,2031-06-01 00:00:00,200
266,5,2,2030-07-01 00:00:00,200
267,5,2,2030-12-01 00:00:00,150
268,5,2,2031-01-01 00:00:00,150
269,5,2,2031-06-01 00:00:00,200
270,5,3,2030-07-01 00:00:00,200
271,5,3,2030-12-01 00:00:00,150
272,5,3,2031-01-01 00:00:00,150
273,5,3,2031-06-01 00:00:00,200
274,5,1,2035-07-01 00:00:00,200
275,5,1,2035-12-01 00:00:00,150
276,5,1,2036-01-01 00:00:00,150
277,5,1,2036-06-01 00:00:00,200
278,5,2,2035-07-01 00:00:00,200
279,5,2,2035-12-01 00:00:00,150
280,5,2,2036-01-01 00:00:00,150
281,5,2,2036-06-01 00:00:00,200
282,5,3,2035-07-01 00:00:00,200
283,5,3,2035-12-01 00:00:00,150
284,5,3,2036-01-01 00:00:00,150
285,5,3,2036-06-01 00:00:00,200
286,5,1,2040-07-01 00:00:00,200
287,5,1,2040-12-01 00:00:00,150
288,5,1,2041-01-01 00:00:00,150
289,5,1,2041-06-01 00:00:00,200
290,5,2,2040-07-01 00:00:00,200
291,5,2,2040-12-01 00:00:00,150
292,5,2,2041-01-01 00:00:00,150
293,5,2,2041-06-01 00:00:00,200
294,5,3,2040-07-01 00:00:00,200
295,5,3,2040-12-01 00:00:00,150
296,5,3,2041-01-01 00:00:00,150
297,5,3,2041-06-01 00:00:00,200
298,5,1,2050-07-01 00:00:00,200
299,5,1,2050-12-01 00:00:00,150
300,5,1,2051-01-01 00:00:00,150
301,5,1,2051-06-01 00:00:00,200
302,5,2,2050-07-01 00:00:00,200
303,5,2,2050-12-01 00:00:00,150
304,5,2,2051-01-01 00:00:00,150
305,5,2,2051-06-01 00:00:00,200
306,5,3,2050-07-01 00:00:00,200
307,5,3,2050-12-01 00:00:00,150
308,5,3,2051-01-01 00:00:00,150
309,5,3,2051-06-01 00:00:00,200
310,6,1,2025-07-01 00:00:00,1025
311,6,1,2025-12-01 00:00:00,930
312,6,1,2026-01-01 00:00:00,930
313,6,1,2026-06-01 00:00:00,1025
314,6,2,2025-07-01 00:00:00,1025
315,6,2,2025-12-01 00:00:00,930
316,6,2,2026-01-01 00:00:00,930
317,6,2,2026-06-01 00:00:00,1025
318,6,3,2025-07-01 00:00:00,1025
319,6,3,2025-12-01 00:00:00,930
320,6,3,2026-01-01 00:00:00,930
321,6,3,2026-06-01 00:00:00,1025
322,6,1,2030-07-01 00:00:00,1025
323,6,1,2030-12-01 00:00:00,930
324,6,1,2031-01-01 00:00:00,930
325,6,1,2031-06-01 00:00:00,1025
326,6,2,2030-07-01 00:00:00,1025
327,6,2,2030-12-01 00:00:00,930
328,6,2,2031-01-01 00:00:00,930
329,6,2,2031-06-01 00:00:00,1025
330,6,3,2030-07-01 00:00:00,1025
331,6,3,2030-12-01 00:00:00,930
332,6,3,2031-01-01 00:00:00,930
333,6,3,2031-06-01 00:00:00,1025
334,6,1,2035-07-01 00:00:00,1025
335,6,1,2035-12-01 00:00:00,930
336,6,1,2036-01-01 00:00:00,930
337,6,1,2036-06-01 00:00:00,1025
338,6,2,2035-07-01 00:00:00,1025
339,6,2,2035-12-01 00:00:00,930
340,6,2,2036-01-01 00:00:00,930
341,6,2,2036-06-01 00:00:00,1025
342,6,3,2035-07-01 00:00:00,1025
343,6,3,2035-12-01 00:00:00,930
344,6,3,2036-01-01 00:00:00,930
345,6,3,2036-06-01 00:00:00,1025
346,6,1,2040-07-01 00:00:00,1025
347,6,1,2040-12-01 00:00:00,930
348,6,1,2041-01-01 00:00:00,930
349,6,1,2041-06-01 00:00:00,1025
350,6,2,2040-07-01 00:00:00,1025
351,6,2,2040-12-01 00:00:00,930
352,6,2,2041-01-01 00:00:00,930
353,6,2,2041-06-01 00:00:00,1025
354,6,3,2040-07-01 00:00:00,1025
355,6,3,2040-12-01 00:00:00,930
356,6,3,2041-01-01 00:00:00,930
357,6,3,2041-06-01 00:00:00,1025
358,6,1,2050-07-01 00:00:00,1025
359,6,1,2050-12-01 00:00:00,930
360,6,1,2051-01-01 00:00:00,930
361,6,1,2051-06-01 00:00:00,1025
362,6,2,2050-07-01 00:00:00,1025
363,6,2,2050-12-01 00:00:00,930
364,6,2,2051-01-01 00:00:00,930
365,6,2,2051-06-01 00:00:00,1025
366,6,3,2050-07-01 00:00:00,1025
367,6,3,2050-12-01 00:00:00,930
368,6,3,2051-01-01 00:00:00,930
369,6,3,2051-06-01 00:00:00,1025
370,7,1,2025-07-01 00:00:00,4730
371,7,1,2025-12-01 00:00:00,4490
372,7,1,2026-01-01 00:00:00,4490
373,7,1,2026-06-01 00:00:00,4730
374,7,2,2025-07-01 00:00:00,4730
375,7,2,2025-12-01 00:00:00,4490
376,7,2,2026-01-01 00:00:00,4490
377,7,2,2026-06-01 00:00:00,4730
378,7,3,2025-07-01 00:00:00,4730
379,7,3,2025-12-01 00:00:00,4490
380,7,3,2026-01-01 00:00:00,4490
381,7,3,2026-06-01 00:00:00,4730
382,7,1,2030-07-01 00:00:00,4730
383,7,1,2030-12-01 00:00:00,4490
384,7,1,2031-01-01 00:00:00,4490
385,7,1,2031-06-01 00:00:00,4730
386,7,2,2030-07-01 00:00:00,4730
387,7,2,2030-12-01 00:00:00,4490
388,7,2,2031-01-01 00:00:00,4490
389,7,2,2031-06-01 00:00:00,4730
390,7,3,2030-07-01 00:00:00,4730
391,7,3,2030-12-01 00:00:00,4490
392,7,3,2031-01-01 00:00:00,4490
393,7,3,2031-06-01 00:00:00,4730
394,7,1,2035-07-01 00:00:00,4730
395,7,1,2035-12-01 00:00:00,4490
396,7,1,2036-01-01 00:00:00,4490
397,7,1,2036-06-01 00:00:00,4730
398,7,2,2035-07-01 00:00:00,4730
399,7,2,2035-12-01 00:00:00,4490
400,7,2,2036-01-01 00:00:00,4490
401,7,2,2036-06-01 00:00:00,4730
402,7,3,2035-07-01 00:00:00,4730
403,7,3,2035-12-01 00:00:00,4490
404,7,3,2036-01-01 00:00:00,4490
405,7,3,2036-06-01 00:00:00,4730
406,7,1,2040-07-01 00:00:00,4730
407,7,1,2040-12-01 00:00:00,4490
408,7,1,2041-01-01 00:00:00,4490
409,7,1,2041-06-01 00:00:00,4730
410,7,2,2040-07-01 00:00:00,4730
411,7,2,2040-12-01 00:00:00,4490
412,7,2,2041-01-01 00:00:00,4490
413,7,2,2041-06-01 00:00:00,4730
414,7,3,2040-07-01 00:00:00,4730
415,7,3,2040-12-01 00:00:00,4490
416,7,3,2041-01-01 00:00:00,4490
417,7,3,2041-06-01 00:00:00,4730
418,7,1,2050-07-01 00:00:00,4730
419,7,1,2050-12-01 00:00:00,4490
420,7,1,2051-01-01 00:00:00,4490
421,7,1,2051-06-01 00:00:00,4730
422,7,2,2050-07-01 00:00:00,4730
423,7,2,2050-12-01 00:00:00,4490
424,7,2,2051-01-01 00:00:00,4490
425,7,2,2051-06-01 00:00:00,4730
426,7,3,2050-07-01 00:00:00,4730
427,7,3,2050-12-01 00:00:00,4490
428,7,3,2051-01-01 00:00:00,4490
429,7,3,2051-06-01 00:00:00,4730
430,8,1,2025-07-01 00:00:00,2720
431,8,1,2025-12-01 00:00:00,2540
432,8,1,2026-01-01 00:00:00,2540
433,8,1,2026-06-01 00:00:00,2720
434,8,2,2025-07-01 00:00:00,2720
435,8,2,2025-12-01 00:00:00,2540
436,8,2,2026-01-01 00:00:00,2540
437,8,2,2026-06-01 00:00:00,2720
438,8,3,2025-07-01 00:00:00,2720
439,8,3,2025-12-01 00:00:00,2540
440,8,3,2026-01-01 00:00:00,2540
441,8,3,2026-06-01 00:00:00,2720
442,8,1,2030-07-01 00:00:00,2720
443,8,1,2030-12-01 00:00:00,2540
444,8,1,2031-01-01 00:00:00,2540
445,8,1,2031-06-01 00:00:00,2720
446,8,2,2030-07-01 00:00:00,2720
447,8,2,2030-12-01 00:00:00,2540
448,8,2,2031-01-01 00:00:00,2540
449,8,2,2031-06-01 00:00:00,2720
450,8,3,2030-07-01 00:00:00,2720
451,8,3,2030-12-01 00:00:00,2540
452,8,3,2031-01-01 00:00:00,2540
453,8,3,2031-06-01 00:00:00,2720
454,8,1,2035-07-01 00:00:00,2720
455,8,1,2035-12-01 00:00:00,2540
456,8,1,2036-01-01 00:00:00,2540
457,8,1,2036-06-01 00:00:00,2720
458,8,2,2035-07-01 00:00:00,2720
459,8,2,2035-12-01 00:00:00,2540
460,8,2,2036-01-01 00:00:00,2540
461,8,2,2036-06-01 00:00:00,2720
462,8,3,2035-07-01 00:00:00,2720
463,8,3,2035-12-01 00:00:00,2540
464,8,3,2036-01-01 00:00:00,2540
465,8,3,2036-06-01 00:00:00,2720
466,8,1,2040-07-01 00:00:00,2720
467,8,1,2040-12-01 00:00:00,2540
468,8,1,2041-01-01 00:00:00,2540
469,8,1,2041-06-01 00:00:00,2720
470,8,2,2040-07-01 00:00:00,2720
471,8,2,2040-12-01 00:00:00,2540
472,8,2,2041-01-01 00:00:00,2540
473,8,2,2041-06-01 00:00:00,2720
474,8,3,2040-07-01 00:00:00,2720
475,8,3,2040-12-01 00:00:00,2540
476,8,3,2041-01-01 00:00:00,2540
477,8,3,2041-06-01 00:00:00,2720
478,8,1,2050-07-01 00:00:00,2720
479,8,1,2050-12-01 00:00:00,2540
480,8,1,2051-01-01 00:00:00,2540
481,8,1,2051-06-01 00:00:00,2720
482,8,2,2050-07-01 00:00:00,2720
483,8,2,2050-12-01 00:00:00,2540
484,8,2,2051-01-01 00:00:00,2540
485,8,2,2051-06-01 00:00:00,2720
486,8,3,2050-07-01 00:00:00,2720
487,8,3,2050-12-01 00:00:00,2540
488,8,3,2051-01-01 00:00:00,2540
489,8,3,2051-06-01 00:00:00,2720
490,9,1,2025-07-01 00:00:00,2590
491,9,1,2025-12-01 00:00:00,2320
492,9,1,2026-01-01 00:00:00,2320
493,9,1,2026-06-01 00:00:00,2590
494,9,2,2025-07-01 00:00:00,2590
495,9,2,2025-12-01 00:00:00,2320
496,9,2,2026-01-01 00:00:00,2320
497,9,2,2026-06-01 00:00:00,2590
498,9,3,2025-07-01 00:00:00,2590
499,9,3,2025-12-01 00:00:00,2320
500,9,3,2026-01-01 00:00:00,2320
501,9,3,2026-06-01 00:00:00,2590
502,9,1,2030-07-01 00:00:00,2590
503,9,1,2030-12-01 00:00:00,2320
504,9,1,2031-01-01 00:00:00,2320
505,9,1,2031-06-01 00:00:00,2590
506,9,2,2030-07-01 00:00:00,2590
507,9,2,2030-12-01 00:00:00,2320
508,9,2,2031-01-01 00:00:00,2320
509,9,2,2031-06-01 00:00:00,2590
510,9,3,2030-07-01 00:00:00,2590
511,9,3,2030-12-01 00:00:00,2320
512,9,3,2031-01-01 00:00:00,2320
513,9,3,2031-06-01 00:00:00,2590
514,9,1,2035-07-01 00:00:00,2590
515,9,1,2035-12-01 00:00:00,2320
516,9,1,2036-01-01 00:00:00,2320
517,9,1,2036-06-01 00:00:00,2590
518,9,2,2035-07-01 00:00:00,2590
519,9,2,2035-12-01 00:00:00,2320
520,9,2,2036-01-01 00:00:00,2320
521,9,2,2036-06-01 00:00:00,2590
522,9,3,2035-07-01 00:00:00,2590
523,9,3,2035-12-01 00:00:00,2320
524,9,3,2036-01-01 00:00:00,2320
525,9,3,2036-06-01 00:00:00,2590
526,9,1,2040-07-01 00:00:00,2590
527,9,1,2040-12-01 00:00:00,2320
528,9,1,2041-01-01 00:00:00,2320
529,9,1,2041-06-01 00:00:00,2590
530,9,2,2040-07-01 00:00:00,2590
531,9,2,2040-12-01 00:00:00,2320
532,9,2,2041-01-01 00:00:00,2320
533,9,2,2041-06-01 00:00:00,2590
534,9,3,2040-07-01 00:00:00,2590
535,9,3,2040-12-01 00:00:00,2320
536,9,3,2041-01-01 00:00:00,2320
537,9,3,2041-06-01 00:00:00,2590
538,9,1,2050-07-01 00:00:00,2590
539,9,1,2050-12-01 00:00:00,2320
540,9,1,2051-01-01 00:00:00,2320
541,9,1,2051-06-01 00:00:00,2590
542,9,2,2050-07-01 00:00:00,2590
543,9,2,2050-12-01 00:00:00,2320
544,9,2,2051-01-01 00:00:00,2320
545,9,2,2051-06-01 00:00:00,2590
546,9,3,2050-07-01 00:00:00,2590
547,9,3,2050-12-01 00:00:00,2320
548,9,3,2051-01-01 00:00:00,2320
549,9,3,2051-06-01 00:00:00,2590
550,10,1,2025-07-01 00:00:00,400
551,10,1,2025-12-01 00:00:00,400
552,10,1,2026-01-01 00:00:00,400
553,10,1,2026-06-01 00:00:00,400
554,10,2,2025-07-01 00:00:00,400
555,10,2,2025-12-01 00:00:00,400
556,10,2,2026-01-01 00:00:00,400
557,10,2,2026-06-01 00:00:00,400
558,10,3,2025-07-01 00:00:00,400
559,10,3,2025-12-01 00:00:00,400
560,10,3,2026-01-01 00:00:00,400
561,10,3,2026-06-01 00:00:00,400
562,10,1,2030-07-01 00:00:00,400
563,10,1,2030-12-01 00:00:00,400
564,10,1,2031-01-01 00:00:00,400
565,10,1,2031-06-01 00:00:00,400
566,10,2,2030-07-01 00:00:00,400
567,10,2,2030-12-01 00:00:00,400
568,10,2,2031-01-01 00:00:00,400
569,10,2,2031-06-01 00:00:00,400
570,10,3,2030-07-01 00:00:00,400
571,10,3,2030-12-01 00:00:00,400
572,10,3,2031-01-01 00:00:00,400
573,10,3,2031-06-01 00:00:00,400
574,10,1,2035-07-01 00:00:00,400
575,10,1,2035-12-01 00:00:00,400
576,10,1,2036-01-01 00:00:00,400
577,10,1,2036-06-01 00:00:00,400
578,10,2,2035-07-01 00:00:00,400
579,10,2,2035-12-01 00:00:00,400
580,10,2,2036-01-01 00:00:00,400
581,10,2,2036-06-01 00:00:00,400
582,10,3,2035-07-01 00:00:00,400
583,10,3,2035-12-01 00:00:00,400
584,10,3,2036-01-01 00:00:00,400
585,10,3,2036-06-01 00:00:00,400
586,10,1,2040-07-01 00:00:00,400
587,10,1,2040-12-01 00:00:00,400
588,10,1,2041-01-01 00:00:00,400
589,10,1,2041-06-01 00:00:00,400
590,10,2,2040-07-01 00:00:00,400
591,10,2,2040-12-01 00:00:00,400
592,10,2,2041-01-01 00:00:00,400
593,10,2,2041-06-01 00:00:00,400
594,10,3,2040-07-01 00:00:00,400
595,10,3,2040-12-01 00:00:00,400
596,10,3,2041-01-01 00:00:00,400
597,10,3,2041-06-01 00:00:00,400
598,10,1,2050-07-01 00:00:00,400
599,10,1,2050-12-01 00:00:00,400
600,10,1,2051-01-01 00:00:00,400
601,10,1,2051-06-01 00:00:00,400
602,10,2,2050-07-01 00:00:00,400
603,10,2,2050-12-01 00:00:00,400
604,10,2,2051-01-01 00:00:00,400
605,10,2,2051-06-01 00:00:00,400
606,10,3,2050-07-01 00:00:00,400
607,10,3,2050-12-01 00:00:00,400
608,10,3,2051-01-01 00:00:00,400
609,10,3,2051-06-01 00:00:00,400
610,11,1,2025-07-01 00:00:00,650
611,11,1,2025-12-01 00:00:00,650
612,11,1,2026-01-01 00:00:00,650
613,11,1,2026-06-01 00:00:00,650
614,11,2,2025-07-01 00:00:00,650
615,11,2,2025-12-01 00:00:00,650
616,11,2,2026-01-01 00:00:00,650
617,11,2,2026-06-01 00:00:00,650
618,11,3,2025-07-01 00:00:00,650
619,11,3,2025-12-01 00:00:00,650
620,11,3,2026-01-01 00:00:00,650
621,11,3,2026-06-01 00:00:00,650
622,11,1,2030-07-01 00:00:00,650
623,11,1,2030-12-01 00:00:00,650
624,11,1,2031-01-01 00:00:00,650
625,11,1,2031-06-01 00:00:00,650
626,11,2,2030-07-01 00:00:00,650
627,11,2,2030-12-01 00:00:00,650
628,11,2,2031-01-01 00:00:00,650
629,11,2,2031-06-01 00:00:00,650
630,11,3,2030-07-01 00:00:00,650
631,11,3,2030-12-01 00:00:00,650
632,11,3,2031-01-01 00:00:00,650
633,11,3,2031-06-01 00:00:00,650
634,11,1,2035-07-01 00:00:00,650
635,11,1,2035-12-01 00:00:00,650
636,11,1,2036-01-01 00:00:00,650
637,11,1,2036-06-01 00:00:00,650
638,11,2,2035-07-01 00:00:00,650
639,11,2,2035-12-01 00:00:00,650
640,11,2,2036-01-01 00:00:00,650
641,11,2,2036-06-01 00:00:00,650
642,11,3,2035-07-01 00:00:00,650
643,11,3,2035-12-01 00:00:00,650
644,11,3,2036-01-01 00:00:00,650
645,11,3,2036-06-01 00:00:00,650
