id,id_ess,scenario,date,value
1,1,1,2025-07-01 00:00:00,0.5515783540022549
2,1,1,2030-07-01 00:00:00,0.8328635851183765
3,1,1,2035-07-01 00:00:00,1.366685456595265
4,1,1,2040-07-01 00:00:00,2.1507891770011276
5,1,1,2050-07-01 00:00:00,4.261837655016911
6,1,2,2025-07-01 00:00:00,1.1499436302142052
7,1,2,2030-07-01 00:00:00,4.345264937993235
8,1,2,2035-07-01 00:00:00,9.6065388951522
9,1,2,2040-07-01 00:00:00,15.373167981961668
10,1,2,2050-07-01 00:00:00,26.69137542277339
11,1,3,2025-07-01 00:00:00,1.1037204058624577
12,1,3,2030-07-01 00:00:00,5.361048478015784
13,1,3,2035-07-01 00:00:00,12.21054114994363
14,1,3,2040-07-01 00:00:00,19.377113866967306
15,1,3,2050-07-01 00:00:00,31.99464487034949
16,2,1,2025-07-01 00:00:00,0.24549041713641487
17,2,1,2030-07-01 00:00:00,0.3706313416009019
18,2,1,2035-07-01 00:00:00,0.6082299887260428
19,2,1,2040-07-01 00:00:00,0.9568771138669673
20,2,1,2050-07-01 00:00:00,1.896279594137542
21,2,2,2025-07-01 00:00:00,0.5115558060879368
22,2,2,2030-07-01 00:00:00,1.9332018038331453
23,2,2,2035-07-01 00:00:00,4.273957158962796
24,2,2,2040-07-01 00:00:00,6.839627959413754
25,2,2,2050-07-01 00:00:00,11.875422773393462
26,2,3,2025-07-01 00:00:00,0.49098083427282974
27,2,3,2030-07-01 00:00:00,2.3852874859075532
28,2,3,2035-07-01 00:00:00,5.4326381059751965
29,2,3,2040-07-01 00:00:00,8.620913190529876
30,2,3,2050-07-01 00:00:00,14.2347801578354
31,3,1,2025-07-01 00:00:00,0.3289177001127396
32,3,1,2030-07-01 00:00:00,0.49661781285231116
33,3,1,2035-07-01 00:00:00,0.8151071025930101
34,3,1,2040-07-01 00:00:00,1.2829763246899661
35,3,1,2050-07-01 00:00:00,2.5419954904171362
36,3,2,2025-07-01 00:00:00,0.6860202931228861
37,3,2,2030-07-01 00:00:00,2.5916009019165727
38,3,2,2035-07-01 00:00:00,5.729706877113867
39,3,2,2040-07-01 00:00:00,9.16910935738444
40,3,2,2050-07-01 00:00:00,15.919954904171364
41,3,3,2025-07-01 00:00:00,0.6583990980834272
42,3,3,2030-07-01 00:00:00,3.1975760992108233
43,3,3,2035-07-01 00:00:00,7.282976324689966
44,3,3,2040-07-01 00:00:00,11.557215332581737
45,3,3,2050-07-01 00:00:00,19.08286358511838
46,4,1,2025-07-01 00:00:00,0.23647125140924463
47,4,1,2030-07-01 00:00:00,0.3571025930101465
48,4,1,2035-07-01 00:00:00,0.5859639233370914
49,4,1,2040-07-01 00:00:00,0.9219278466741826
50,4,1,2050-07-01 00:00:00,1.8269447576099211
51,4,2,2025-07-01 00:00:00,0.4929537767756483
52,4,2,2030-07-01 00:00:00,1.862739571589628
53,4,2,2035-07-01 00:00:00,4.118094701240135
54,4,2,2040-07-01 00:00:00,6.590191657271703
55,4,2,2050-07-01 00:00:00,11.442220969560315
56,4,3,2025-07-01 00:00:00,0.47322435174746336
57,4,3,2030-07-01 00:00:00,2.298196166854566
58,4,3,2035-07-01 00:00:00,5.234498308906426
59,4,3,2040-07-01 00:00:00,8.306651634723789
60,4,3,2050-07-01 00:00:00,13.715614430665163
61,5,1,2025-07-01 00:00:00,0.5369222096956031
62,5,1,2030-07-01 00:00:00,0.810879368658399
63,5,1,2035-07-01 00:00:00,1.330608793686584
64,5,1,2040-07-01 00:00:00,2.0938556933483654
65,5,1,2050-07-01 00:00:00,4.149379932356257
66,5,2,2025-07-01 00:00:00,1.1197857948139796
67,5,2,2030-07-01 00:00:00,4.2305524239007894
68,5,2,2035-07-01 00:00:00,9.352593010146562
69,5,2,2040-07-01 00:00:00,14.966741826381059
70,5,2,2050-07-01 00:00:00,25.985907553551293
71,5,3,2025-07-01 00:00:00,1.0746899661781286
72,5,3,2030-07-01 00:00:00,5.219278466741827
73,5,3,2035-07-01 00:00:00,11.887824126268319
74,5,3,2040-07-01 00:00:00,18.864994363021424
75,5,3,2050-07-01 00:00:00,31.14881623449831
76,6,1,2025-07-01 00:00:00,0.7928410372040586
77,6,1,2030-07-01 00:00:00,1.1972942502818489
78,6,1,2035-07-01 00:00:00,1.9647688838782413
79,6,1,2040-07-01 00:00:00,3.0916009019165727
80,6,1,2050-07-01 00:00:00,6.126268320180383
81,6,2,2025-07-01 00:00:00,1.65304396843292
82,6,2,2030-07-01 00:00:00,6.246335963923337
83,6,2,2035-07-01 00:00:00,13.809188275084553
84,6,2,2040-07-01 00:00:00,22.098083427282976
85,6,2,2050-07-01 00:00:00,38.36781285231116
86,6,3,2025-07-01 00:00:00,1.5865276211950392
87,6,3,2030-07-01 00:00:00,7.706313416009019
88,6,3,2035-07-01 00:00:00,17.5521420518602
89,6,3,2040-07-01 00:00:00,27.853438556933483
90,6,3,2050-07-01 00:00:00,45.99069898534386
91,7,1,2025-07-01 00:00:00,0.5295941375422774
92,7,1,2030-07-01 00:00:00,0.7996054114994363
93,7,1,2035-07-01 00:00:00,1.3125704622322436
94,7,1,2040-07-01 00:00:00,2.0653889515219843
95,7,1,2050-07-01 00:00:00,4.092446448703495
96,7,2,2025-07-01 00:00:00,1.1042841037204059
97,7,2,2030-07-01 00:00:00,4.1724915445321304
98,7,2,2035-07-01 00:00:00,9.22435174746336
99,7,2,2040-07-01 00:00:00,14.761555806087937
100,7,2,2050-07-01 00:00:00,25.629650507328073
101,7,3,2025-07-01 00:00:00,1.0597519729425027
102,7,3,2030-07-01 00:00:00,5.147688838782412
103,7,3,2035-07-01 00:00:00,11.724915445321308
