1,CBTS,1,1,1.05,0.94,1
2,CRE,1,0,1.1,0.9,0
3,LYD,1,0,1.1,0.9,0
4,BWN,1,0,1.1,0.9,0
5,NRN,1,0,1.1,0.9,0
6,OFR,1,0,1.1,0.9,0
7,CLN,1,0,1.1,0.9,0
8,PHM,1,0,1.1,0.9,0
9,PSHTEE,1,0,1.1,0.9,0
10,LLG,1,0,1.1,0.9,0
